gameid,roundNum,sender,tangram,numWords,NNnum,VBnum,DTnum,PRPnum,INnum,TOnum,RBnum
3423-d,2,matcher,E,3,1,1,0,1,0,0,0
3423-d,2,director,B,18,5,4,3,0,3,0,0
3423-d,2,matcher,B,2,0,1,0,1,0,0,0
3423-d,2,director,I,4,2,1,1,0,0,0,0
3423-d,2,matcher,I,2,0,1,0,1,0,0,0
3423-d,2,director,K,17,3,3,5,0,3,0,0
3423-d,2,matcher,K,7,2,1,2,0,1,0,0
3423-d,2,director,K,5,2,0,1,0,0,0,0
3423-d,2,matcher,K,3,0,1,0,1,0,0,0
3423-d,2,director,H,20,4,4,2,1,3,0,3
3423-d,2,matcher,H,5,2,0,1,0,1,0,0
3423-d,2,matcher,H,2,0,1,0,1,0,0,0
3423-d,2,director,C,4,2,1,1,0,0,0,0
3423-d,2,matcher,C,2,0,0,0,1,1,0,0
3423-d,2,director,J,4,2,1,1,0,0,0,0
3423-d,2,matcher,J,2,1,1,0,0,0,0,0
3423-d,2,director,J,1,1,0,0,0,0,0,0
3423-d,2,matcher,J,2,0,1,0,1,0,0,0
3423-d,2,director,F,12,2,4,3,0,2,0,0
3423-d,2,matcher,F,2,0,1,0,1,0,0,0
3423-d,2,director,A,22,5,4,5,0,3,1,0
3423-d,2,matcher,L,6,1,1,1,0,0,0,0
3423-d,2,director,L,7,2,0,0,1,1,1,1
3423-d,3,director,F,24,4,4,3,3,5,1,0
3423-d,3,director,F,7,3,1,1,0,1,0,0
3423-d,3,matcher,F,7,2,0,2,0,1,0,1
3423-d,3,director,F,1,0,0,0,0,0,0,1
3423-d,3,matcher,F,1,1,0,0,0,0,0,0
3423-d,3,director,J,18,4,4,2,2,3,0,1
3423-d,3,matcher,J,1,0,0,0,0,0,0,0
3423-d,3,director,E,3,1,2,0,0,0,0,0
3423-d,3,matcher,E,2,0,1,0,1,0,0,0
3423-d,3,director,F,10,3,4,1,0,1,1,0
3423-d,3,matcher,F,2,0,1,0,1,0,0,0
3423-d,3,director,D,7,2,2,2,0,1,0,0
3423-d,3,director,H,6,2,2,0,0,1,0,0
3423-d,3,matcher,H,1,0,0,0,0,0,0,0
3423-d,3,matcher,H,16,3,1,2,2,4,0,1
3423-d,3,matcher,H,5,2,0,1,0,2,0,0
3423-d,3,director,H,22,6,2,2,1,5,0,1
3423-d,3,matcher,H,4,2,1,0,0,1,0,0
3423-d,3,director,B,10,5,3,1,0,1,0,0
3423-d,3,matcher,B,10,3,1,1,1,2,0,1
3423-d,3,director,B,7,1,1,3,0,0,0,0
3423-d,3,matcher,B,2,1,0,0,1,0,0,0
3423-d,3,matcher,B,2,0,0,0,0,2,0,0
3423-d,3,director,C,4,2,1,1,0,0,0,0
3423-d,3,matcher,C,1,0,0,0,0,0,0,0
3423-d,3,director,K,12,1,1,3,0,2,1,0
3423-d,3,matcher,K,2,1,0,0,0,0,0,1
3423-d,3,director,I,4,2,1,1,0,0,0,0
3423-d,3,matcher,B,3,0,0,0,0,1,1,1
3423-d,3,matcher,I,1,0,1,0,0,0,0,0
3423-d,3,director,B,7,0,3,0,2,1,1,0
3423-d,3,matcher,B,9,3,3,1,1,0,0,0
3423-d,3,director,B,1,0,0,1,0,0,0,0
3423-d,3,matcher,A,2,1,0,0,0,0,0,0
3423-d,3,director,B,21,5,3,3,1,3,0,0
3423-d,3,director,A,2,1,1,0,0,0,0,0
3423-d,3,matcher,G,2,1,0,0,0,1,0,0
3423-d,3,director,G,8,3,1,2,0,1,0,0
3423-d,4,director,F,13,5,5,1,0,2,0,0
3423-d,4,matcher,F,2,0,1,0,1,0,0,0
3423-d,4,director,A,3,2,1,0,0,0,0,0
3423-d,4,director,A,3,2,1,0,0,0,0,0
3423-d,4,matcher,A,4,1,1,0,1,0,0,0
3423-d,4,director,D,6,2,2,1,0,1,0,0
3423-d,4,matcher,D,2,0,1,0,1,0,0,0
3423-d,4,director,H,7,2,2,0,0,2,0,0
3423-d,4,director,H,1,1,0,0,0,0,0,0
3423-d,4,director,G,7,3,1,1,0,1,0,0
3423-d,4,director,K,18,5,2,6,0,2,0,0
3423-d,4,director,B,13,4,2,1,0,1,1,0
3423-d,4,matcher,B,5,2,1,0,1,1,0,0
3423-d,4,director,B,6,2,1,1,1,1,0,0
3423-d,4,matcher,B,5,1,1,0,2,0,0,1
3423-d,4,director,L,14,4,3,3,0,3,0,1
3423-d,4,matcher,L,2,0,0,0,0,2,0,0
3423-d,4,director,C,3,1,2,0,0,0,0,0
3423-d,4,director,E,2,2,0,0,0,0,0,0
3423-d,4,director,J,2,2,0,0,0,0,0,0
3423-d,4,director,I,2,2,0,0,0,0,0,0
3423-d,5,director,L,12,3,3,1,0,3,0,0
3423-d,5,director,A,2,1,1,0,0,0,0,0
3423-d,5,director,C,3,1,2,0,0,0,0,0
3423-d,5,director,D,6,2,2,1,0,0,1,0
3423-d,5,director,B,7,3,2,0,0,1,0,0
3423-d,5,director,F,10,3,4,1,0,2,0,0
3423-d,5,director,J,3,1,1,0,0,0,0,1
3423-d,5,director,K,14,4,3,1,0,3,0,0
3423-d,5,matcher,B,0,0,0,0,0,0,0,0
3423-d,5,director,B,9,2,3,0,0,2,0,0
3423-d,5,director,G,7,3,1,1,0,1,0,0
3423-d,5,director,I,3,1,1,1,0,0,0,0
3423-d,5,director,E,2,2,0,0,0,0,0,0
3423-d,6,director,J,2,0,2,0,0,0,0,0
3423-d,6,director,L,9,2,3,1,0,0,2,0
3423-d,6,director,F,6,3,3,0,0,0,0,0
3423-d,6,director,C,4,2,2,0,0,0,0,0
3423-d,6,matcher,C,2,0,1,0,1,0,0,0
3423-d,6,director,D,6,2,2,1,0,0,1,0
3423-d,6,director,G,6,2,1,1,0,1,0,0
3423-d,6,director,I,2,2,0,0,0,0,0,0
3423-d,6,director,E,3,1,2,0,0,0,0,0
3423-d,6,director,B,4,3,0,0,0,0,0,0
3423-d,6,director,K,11,2,2,1,0,1,1,0
3423-d,6,director,H,5,1,0,0,0,3,0,0
3423-d,6,director,A,1,1,0,0,0,0,0,0
3423-d,6,matcher,A,1,1,0,0,0,0,0,0
3423-d,6,matcher,A,1,1,0,0,0,0,0,0
3682-d,1,director,F,11,1,2,2,1,3,0,0
3682-d,1,matcher,F,1,1,0,0,0,0,0,0
3682-d,1,director,E,10,1,3,1,1,1,0,0
3682-d,1,matcher,E,1,1,0,0,0,0,0,0
3682-d,1,director,G,16,5,2,3,0,2,1,0
3682-d,1,director,G,7,3,0,2,0,1,0,0
3682-d,1,matcher,G,1,1,0,0,0,0,0,0
3682-d,1,director,J,14,5,1,3,0,1,1,1
3682-d,1,matcher,J,1,1,0,0,0,0,0,0
3682-d,1,director,B,18,4,4,3,1,3,1,0
3682-d,1,matcher,B,1,1,0,0,0,0,0,0
3682-d,1,director,A,18,3,6,2,1,2,2,1
3682-d,1,matcher,A,1,1,0,0,0,0,0,0
3682-d,1,director,C,13,2,6,1,2,1,0,0
3682-d,1,matcher,C,1,1,0,0,0,0,0,0
3682-d,1,director,D,12,5,0,2,0,1,0,2
3682-d,1,director,D,1,0,1,0,0,0,0,0
3682-d,1,matcher,D,1,1,0,0,0,0,0,0
3682-d,1,director,I,13,3,4,2,1,1,0,0
3682-d,1,matcher,I,1,1,0,0,0,0,0,0
3682-d,1,director,L,15,4,3,4,0,2,1,0
3682-d,1,matcher,L,4,1,1,0,0,0,0,0
3682-d,1,director,K,26,4,5,5,1,3,2,1
3682-d,1,director,H,5,0,1,1,0,0,0,0
3682-d,1,director,H,15,5,1,2,1,2,0,1
3682-d,2,director,E,8,3,3,1,0,0,1,0
3682-d,2,matcher,E,9,1,2,1,1,0,0,3
3682-d,2,matcher,E,1,1,0,0,0,0,0,0
3682-d,2,director,C,5,3,2,0,0,0,0,0
3682-d,2,director,C,2,0,2,0,0,0,0,0
3682-d,2,matcher,C,1,1,0,0,0,0,0,0
3682-d,2,director,H,8,5,1,0,0,0,0,1
3682-d,2,matcher,H,1,1,0,0,0,0,0,0
3682-d,2,director,A,8,2,3,2,0,1,0,0
3682-d,2,matcher,A,1,1,0,0,0,0,0,0
3682-d,2,director,L,12,3,2,4,0,2,1,0
3682-d,2,matcher,L,1,1,0,0,0,0,0,0
3682-d,2,director,D,12,4,4,0,0,0,0,2
3682-d,2,matcher,D,1,1,0,0,0,0,0,0
3682-d,2,director,I,12,4,3,2,0,2,0,0
3682-d,2,matcher,I,1,1,0,0,0,0,0,0
3682-d,2,director,K,14,3,2,3,0,2,1,0
3682-d,2,matcher,K,1,1,0,0,0,0,0,0
3682-d,2,director,B,17,3,7,2,0,3,0,0
3682-d,2,matcher,B,1,1,0,0,0,0,0,0
3682-d,2,director,J,9,4,2,0,0,1,0,1
3682-d,2,matcher,J,1,1,0,0,0,0,0,0
3682-d,2,director,F,13,3,2,3,0,3,1,0
3682-d,2,director,G,7,3,1,2,0,1,0,0
3682-d,2,matcher,G,1,1,0,0,0,0,0,0
3682-d,3,director,F,5,1,2,1,0,0,1,0
3682-d,3,director,H,9,2,1,1,0,2,0,1
3682-d,3,matcher,F,1,1,0,0,0,0,0,0
3682-d,3,matcher,H,1,1,0,0,0,0,0,0
3682-d,3,director,E,2,2,0,0,0,0,0,0
3682-d,3,matcher,E,1,1,0,0,0,0,0,0
3682-d,3,director,C,4,1,3,0,0,0,0,0
3682-d,3,director,A,2,1,1,0,0,0,0,0
3682-d,3,matcher,C,1,1,0,0,0,0,0,0
3682-d,3,matcher,A,1,1,0,0,0,0,0,0
3682-d,3,director,J,9,4,0,2,0,2,0,0
3682-d,3,matcher,J,1,1,0,0,0,0,0,0
3682-d,3,director,D,9,4,1,1,0,2,0,0
3682-d,3,matcher,D,1,1,0,0,0,0,0,0
3682-d,3,director,L,3,1,2,0,0,0,0,0
3682-d,3,matcher,L,1,1,0,0,0,0,0,0
3682-d,3,director,B,12,5,2,2,0,0,0,0
3682-d,3,matcher,B,1,1,0,0,0,0,0,0
3682-d,3,director,I,13,3,2,3,0,2,0,0
3682-d,3,matcher,I,1,1,0,0,0,0,0,0
3682-d,3,director,K,11,3,1,3,0,0,1,1
3682-d,3,matcher,K,1,1,0,0,0,0,0,0
3682-d,4,director,L,2,1,1,0,0,0,0,0
3682-d,4,director,A,3,2,1,0,0,0,0,0
3682-d,4,director,E,2,0,1,0,0,0,0,0
3682-d,4,matcher,E,1,1,0,0,0,0,0,0
3682-d,4,director,B,7,1,1,2,0,2,0,0
3682-d,4,matcher,B,1,1,0,0,0,0,0,0
3682-d,4,director,H,6,2,0,0,0,1,0,1
3682-d,4,director,D,5,3,1,0,0,0,0,0
3682-d,4,matcher,D,1,1,0,0,0,0,0,0
3682-d,4,director,F,2,1,1,0,0,0,0,0
3682-d,4,matcher,F,1,1,0,0,0,0,0,0
3682-d,4,director,I,7,5,1,0,0,1,0,0
3682-d,4,matcher,I,1,1,0,0,0,0,0,0
3682-d,4,director,C,5,1,3,0,0,0,0,0
3682-d,4,matcher,C,1,1,0,0,0,0,0,0
3682-d,4,director,K,7,2,1,2,0,0,1,1
3682-d,4,matcher,K,1,1,0,0,0,0,0,0
3682-d,4,director,G,2,1,1,0,0,0,0,0
3682-d,4,director,G,2,0,1,0,0,0,0,0
3682-d,4,matcher,G,1,1,0,0,0,0,0,0
3682-d,5,director,B,4,1,1,1,0,1,0,0
3682-d,5,director,G,2,1,1,0,0,0,0,0
3682-d,5,director,I,0,0,0,0,0,0,0,0
3682-d,5,director,A,1,0,1,0,0,0,0,0
3682-d,5,director,E,1,1,0,0,0,0,0,0
3682-d,5,director,F,2,1,1,0,0,0,0,0
3682-d,5,matcher,F,1,1,0,0,0,0,0,0
3682-d,5,director,D,6,2,0,1,0,0,1,1
3682-d,5,director,C,5,1,3,0,0,0,0,0
3682-d,5,director,K,4,0,1,1,0,1,0,1
3682-d,5,director,L,2,0,0,1,0,1,0,0
3682-d,5,director,J,3,1,0,0,0,0,0,1
3682-d,5,director,H,7,2,0,1,0,1,0,1
3682-d,6,director,E,2,2,0,0,0,0,0,0
3682-d,6,director,C,5,1,3,0,0,0,0,0
3682-d,6,director,I,9,4,0,2,0,1,1,0
3682-d,6,director,A,2,1,1,0,0,0,0,0
3682-d,6,director,K,3,0,1,1,0,0,0,1
3682-d,6,director,L,2,1,0,1,0,0,0,0
3682-d,6,director,D,2,1,0,0,0,0,0,0
3682-d,6,director,J,2,1,0,0,0,0,0,0
3682-d,6,director,B,7,1,1,2,0,2,0,0
3682-d,6,director,10,6,2,0,0,0,1,0,1
3682-d,6,director,F,2,1,1,0,0,0,0,0
3682-d,6,director,G,2,1,1,0,0,0,0,0
3891-4,1,matcher,A,5,0,2,0,1,1,0,0
3891-4,1,director,A,5,1,2,0,0,0,0,2
3891-4,1,director,A,3,0,0,0,0,1,0,1
3891-4,1,matcher,I,1,0,0,0,0,1,0,0
3891-4,1,director,I,10,3,2,0,0,1,0,3
3891-4,1,matcher,L,0,0,0,0,0,0,0,0
3891-4,1,director,L,5,1,2,1,0,0,0,1
3891-4,1,director,L,3,1,0,1,0,0,1,0
3891-4,1,matcher,J,0,0,0,0,0,0,0,0
3891-4,1,director,J,5,2,2,0,0,1,0,0
3891-4,1,matcher,F,0,0,0,0,0,0,0,0
3891-4,1,director,F,13,5,3,1,0,3,1,0
3891-4,1,matcher,H,0,0,0,0,0,0,0,0
3891-4,1,director,H,6,1,2,1,0,1,1,0
3891-4,1,matcher,G,0,0,0,0,0,0,0,0
3891-4,1,director,G,13,5,2,2,0,1,2,0
3891-4,1,matcher,E,0,0,0,0,0,0,0,0
3891-4,1,director,E,5,2,1,1,0,0,1,0
3891-4,1,matcher,B,1,1,0,0,0,0,0,0
3891-4,1,director,B,7,3,2,1,0,0,1,0
3891-4,1,matcher,C,0,0,0,0,0,0,0,0
3891-4,1,director,C,7,2,2,1,0,1,1,0
3891-4,1,matcher,C,2,1,0,1,0,0,0,0
3891-4,1,director,D,9,4,1,2,0,1,1,0
3891-4,1,matcher,K,4,0,2,0,0,0,0,1
3891-4,1,director,K,1,1,0,0,0,0,0,0
3891-4,2,matcher,L,0,0,0,0,0,0,0,0
3891-4,2,director,L,10,4,3,1,0,0,1,0
3891-4,2,director,L,2,0,1,0,0,0,0,0
3891-4,2,matcher,L,5,1,2,0,0,0,0,1
3891-4,2,director,L,2,1,1,0,0,0,0,0
3891-4,2,matcher,K,0,0,0,0,0,0,0,0
3891-4,2,director,K,7,3,2,1,0,0,1,0
3891-4,2,director,K,5,2,0,1,0,1,0,1
3891-4,2,director,K,1,0,0,0,0,0,0,0
3891-4,2,matcher,K,8,4,1,0,0,1,0,0
3891-4,2,matcher,C,0,0,0,0,0,0,0,0
3891-4,2,director,C,1,1,0,0,0,0,0,0
3891-4,2,director,C,5,2,1,1,0,0,1,0
3891-4,2,matcher,C,2,1,0,1,0,0,0,0
3891-4,2,director,C,2,1,0,1,0,0,0,0
3891-4,2,director,C,1,1,0,0,0,0,0,0
3891-4,2,matcher,C,3,1,1,1,0,0,0,0
3891-4,2,matcher,E,0,0,0,0,0,0,0,0
3891-4,2,director,E,5,2,1,1,0,0,1,0
3891-4,2,matcher,E,2,0,1,0,0,0,0,0
3891-4,2,matcher,F,0,0,0,0,0,0,0,0
3891-4,2,director,F,8,3,2,1,0,1,1,0
3891-4,2,director,F,2,1,1,0,0,0,0,0
3891-4,2,matcher,F,6,2,1,1,0,2,0,0
3891-4,2,director,F,1,1,0,0,0,0,0,0
3891-4,2,matcher,F,3,2,0,0,0,0,0,1
3891-4,2,matcher,J,0,0,0,0,0,0,0,0
3891-4,2,director,J,5,1,1,0,0,2,0,1
3891-4,2,director,J,4,2,1,0,0,0,0,0
3891-4,2,matcher,J,3,2,0,1,0,0,0,0
3891-4,2,matcher,,2,0,2,0,0,0,0,0
3891-4,2,director,D,7,3,2,1,0,0,1,0
3891-4,2,matcher,D,3,0,3,0,0,0,0,0
3891-4,2,matcher,G,0,0,0,0,0,0,0,0
3891-4,2,director,G,2,1,1,0,0,0,0,0
3891-4,2,director,G,2,0,1,0,0,0,0,0
3891-4,2,matcher,I,0,0,0,0,0,0,0,0
3891-4,2,director,I,6,2,2,1,0,0,1,0
3891-4,2,director,I,3,0,1,0,0,0,0,2
3891-4,2,matcher,I,2,1,1,0,0,0,0,0
3891-4,2,matcher,B,0,0,0,0,0,0,0,0
3891-4,2,director,B,2,2,0,0,0,0,0,0
3891-4,2,matcher,B,4,2,0,1,0,1,0,0
3891-4,2,director,B,1,1,0,0,0,0,0,0
3891-4,2,matcher,H,0,0,0,0,0,0,0,0
3891-4,2,director,H,4,1,1,0,0,1,0,0
3891-4,2,director,H,2,1,0,1,0,0,0,0
3891-4,2,matcher,H,3,1,1,0,0,1,0,0
3891-4,2,director,H,1,0,0,1,0,0,0,0
3891-4,2,director,H,6,1,2,0,1,1,0,0
3891-4,2,director,H,4,0,0,0,0,2,0,0
3891-4,2,matcher,H,11,2,3,0,2,2,1,0
3891-4,2,director,H,1,1,0,0,0,0,0,0
3891-4,2,matcher,A,0,0,0,0,0,0,0,0
3891-4,2,director,A,8,3,1,1,0,0,1,1
3891-4,2,director,A,5,0,1,0,1,1,1,1
3891-4,2,matcher,A,6,2,0,1,0,0,1,1
3891-4,2,director,A,14,3,3,3,0,1,1,0
3891-4,2,director,A,11,2,2,2,0,2,0,0
3891-4,2,director,A,8,2,0,2,0,1,0,0
3891-4,2,director,A,5,1,1,1,0,0,0,0
3891-4,2,director,A,11,2,2,2,0,1,1,0
3891-4,3,matcher,L,1,1,0,0,0,0,0,0
3891-4,3,director,L,1,0,1,0,0,0,0,0
3891-4,3,director,L,2,1,0,0,0,1,0,0
3891-4,3,matcher,H,0,0,0,0,0,0,0,0
3891-4,3,director,H,3,1,0,1,0,0,1,0
3891-4,3,director,H,1,1,0,0,0,0,0,0
3891-4,3,matcher,A,0,0,0,0,0,0,0,0
3891-4,3,director,A,5,0,0,0,0,2,0,0
3891-4,3,director,A,1,1,0,0,0,0,0,0
3891-4,3,director,A,5,1,2,0,0,0,1,0
3891-4,3,matcher,E,4,1,1,0,0,0,0,0
3891-4,3,director,E,2,1,1,0,0,0,0,0
3891-4,3,matcher,B,1,1,0,0,0,0,0,0
3891-4,3,director,B,1,0,0,0,0,0,0,0
3891-4,3,matcher,F,4,2,1,0,0,1,0,0
3891-4,3,director,F,0,0,0,0,0,0,0,0
3891-4,3,matcher,C,1,1,0,0,0,0,0,0
3891-4,3,director,C,0,0,0,0,0,0,0,0
3891-4,3,matcher,K,7,3,2,1,0,0,1,0
3891-4,3,director,K,0,0,0,0,0,0,0,0
3891-4,3,matcher,D,4,3,1,0,0,0,0,0
3891-4,3,director,D,0,0,0,0,0,0,0,0
3891-4,3,matcher,J,4,3,1,0,0,0,0,0
3891-4,3,director,J,0,0,0,0,0,0,0,0
3891-4,3,matcher,I,9,5,1,1,0,1,0,0
3891-4,3,director,I,0,0,0,0,0,0,0,0
3891-4,3,director,I,1,1,0,0,0,0,0,0
3891-4,3,director,I,3,1,2,0,0,0,0,0
3891-4,3,director,I,5,0,2,0,1,1,0,0
3891-4,3,matcher,I,14,5,0,3,0,1,2,1
3891-4,3,director,I,1,1,0,0,0,0,0,0
3891-4,3,director,I,1,0,0,0,0,0,0,1
3891-4,3,matcher,G,20,2,4,3,2,3,1,0
3891-4,3,matcher,A,8,1,1,2,0,1,0,0
3891-4,3,matcher,G,9,2,2,1,1,1,0,0
3891-4,3,matcher,G,6,2,1,1,0,1,1,0
3891-4,3,director,G,1,1,0,0,0,0,0,0
3891-4,3,matcher,A,14,3,2,3,0,1,1,0
3891-4,3,director,A,1,1,0,0,0,0,0,0
3891-4,4,matcher,E,2,2,0,0,0,0,0,0
3891-4,4,director,E,0,0,0,0,0,0,0,0
3891-4,4,matcher,I,3,3,0,0,0,0,0,0
3891-4,4,director,I,0,0,0,0,0,0,0,0
3891-4,4,matcher,H,1,1,0,0,0,0,0,0
3891-4,4,director,H,0,0,0,0,0,0,0,0
3891-4,4,matcher,L,2,1,1,0,0,0,0,0
3891-4,4,director,L,0,0,0,0,0,0,0,0
3891-4,4,matcher,K,3,1,2,0,0,0,0,0
3891-4,4,director,K,0,0,0,0,0,0,0,0
3891-4,4,matcher,B,1,1,0,0,0,0,0,0
3891-4,4,director,B,0,0,0,0,0,0,0,0
3891-4,4,matcher,C,1,1,0,0,0,0,0,0
3891-4,4,director,C,0,0,0,0,0,0,0,0
3891-4,4,matcher,F,3,1,1,0,0,1,0,0
3891-4,4,director,F,0,0,0,0,0,0,0,0
3891-4,4,matcher,G,4,1,1,1,0,1,0,0
3891-4,4,director,G,0,0,0,0,0,0,0,0
3891-4,4,matcher,D,3,2,1,0,0,0,0,0
3891-4,4,director,D,0,0,0,0,0,0,0,0
3891-4,4,matcher,J,3,2,1,0,0,0,0,0
3891-4,4,director,J,0,0,0,0,0,0,0,0
3891-4,4,matcher,A,4,1,3,0,0,0,0,0
3891-4,4,matcher,A,0,0,0,0,0,0,0,0
3891-4,4,director,A,1,1,0,0,0,0,0,0
3891-4,5,matcher,E,1,1,0,0,0,0,0,0
3891-4,5,director,E,0,0,0,0,0,0,0,0
3891-4,5,matcher,E,4,0,2,0,0,1,0,0
3891-4,5,director,E,3,1,1,0,0,0,0,0
3891-4,5,matcher,G,12,3,2,1,0,1,0,1
3891-4,5,director,G,0,0,0,0,0,0,0,0
3891-4,5,matcher,C,1,1,0,0,0,0,0,0
3891-4,5,director,C,0,0,0,0,0,0,0,0
3891-4,5,matcher,B,1,1,0,0,0,0,0,0
3891-4,5,director,B,0,0,0,0,0,0,0,0
3891-4,5,matcher,J,7,3,1,1,0,2,0,0
3891-4,5,director,G,0,0,0,0,0,0,0,0
3891-4,5,matcher,L,2,1,1,0,0,0,0,0
3891-4,5,director,L,0,0,0,0,0,0,0,0
3891-4,5,matcher,K,2,1,1,0,0,0,0,0
3891-4,5,director,K,0,0,0,0,0,0,0,0
3891-4,5,matcher,H,1,1,0,0,0,0,0,0
3891-4,5,director,H,0,0,0,0,0,0,0,0
3891-4,5,matcher,F,4,2,1,0,0,1,0,0
3891-4,5,director,F,0,0,0,0,0,0,0,0
3891-4,5,matcher,D,3,2,1,0,0,0,0,0
3891-4,5,director,D,0,0,0,0,0,0,0,0
3891-4,5,matcher,I,3,3,0,0,0,0,0,0
3891-4,5,director,I,0,0,0,0,0,0,0,0
3891-4,5,matcher,J,3,2,1,0,0,0,0,0
3891-4,5,director,J,0,0,0,0,0,0,0,0
3891-4,6,director,,1,1,0,0,0,0,0,0
3891-4,6,matcher,F,4,2,1,0,0,1,0,0
3891-4,6,director,F,0,0,0,0,0,0,0,0
3891-4,6,matcher,K,6,3,1,1,0,0,1,0
3891-4,6,director,K,0,0,0,0,0,0,0,0
3891-4,6,matcher,G,7,2,1,0,0,1,0,1
3891-4,6,director,G,0,0,0,0,0,0,0,0
3891-4,6,matcher,H,1,1,0,0,0,0,0,0
3891-4,6,director,H,0,0,0,0,0,0,0,0
3891-4,6,matcher,G,4,1,1,1,0,1,0,0
3891-4,6,director,G,0,0,0,0,0,0,0,0
3891-4,6,matcher,J,4,3,1,0,0,0,0,0
3891-4,6,director,J,0,0,0,0,0,0,0,0
3891-4,6,matcher,C,1,1,0,0,0,0,0,0
3891-4,6,director,C,0,0,0,0,0,0,0,0
3891-4,6,matcher,E,2,0,1,0,0,0,0,0
3891-4,6,director,E,0,0,0,0,0,0,0,0
3891-4,6,matcher,I,3,3,0,0,0,0,0,0
3891-4,6,director,I,0,0,0,0,0,0,0,0
3891-4,6,matcher,B,1,1,0,0,0,0,0,0
3891-4,6,director,B,0,0,0,0,0,0,0,0
3891-4,6,matcher,K,3,1,2,0,0,0,0,0
3891-4,6,director,K,0,0,0,0,0,0,0,0
3891-4,6,matcher,D,3,2,1,0,0,0,0,0
3891-4,6,director,D,0,0,0,0,0,0,0,0
4060-2,1,director,D,12,4,2,1,1,2,1,0
4060-2,1,director,D,9,3,1,0,1,1,1,0
4060-2,1,director,D,2,0,1,0,1,0,0,0
4060-2,1,matcher,H,1,1,0,0,0,0,0,0
4060-2,1,director,H,4,2,0,1,0,1,0,0
4060-2,1,director,H,11,4,2,2,0,2,0,0
4060-2,1,matcher,H,2,0,1,0,1,0,0,0
4060-2,1,director,J,10,6,3,0,0,1,0,0
4060-2,1,matcher,J,6,2,2,1,0,0,0,0
4060-2,1,director,J,0,0,0,0,0,0,0,0
4060-2,1,director,J,3,0,1,0,0,0,0,1
4060-2,1,director,K,8,1,2,2,0,1,0,0
4060-2,1,matcher,K,1,1,0,0,0,0,0,0
4060-2,1,director,L,11,4,3,2,0,1,1,0
4060-2,1,matcher,L,7,1,1,1,1,1,0,0
4060-2,1,director,K,2,1,0,0,1,0,0,0
4060-2,1,director,L,6,2,0,2,0,1,0,1
4060-2,1,director,L,4,2,0,0,0,1,0,0
4060-2,1,matcher,L,11,2,2,0,2,1,0,1
4060-2,1,matcher,I,0,0,0,0,0,0,0,0
4060-2,1,director,I,7,3,2,0,0,1,0,0
4060-2,1,director,I,2,0,2,0,0,0,0,0
4060-2,1,director,I,4,1,1,0,0,2,0,0
4060-2,1,director,I,2,1,1,0,0,0,0,0
4060-2,1,director,B,18,6,5,1,1,3,0,1
4060-2,1,director,B,5,0,3,0,0,0,1,0
4060-2,1,matcher,B,3,0,0,0,0,0,0,2
4060-2,1,director,B,2,0,1,0,0,0,0,1
4060-2,1,director,B,7,2,1,2,0,1,0,0
4060-2,1,matcher,B,1,1,0,0,0,0,0,0
4060-2,1,director,G,14,3,2,3,0,3,0,1
4060-2,1,director,C,15,2,2,3,0,2,0,1
4060-2,1,matcher,G,12,1,4,1,3,2,0,1
4060-2,1,director,G,1,1,0,0,0,0,0,0
4060-2,1,matcher,G,3,1,1,0,1,0,0,0
4060-2,1,director,E,4,2,1,1,0,0,0,0
4060-2,1,director,E,1,0,1,0,0,0,0,0
4060-2,1,matcher,E,2,0,1,0,0,0,0,1
4060-2,1,director,E,1,0,0,0,0,0,0,0
4060-2,1,matcher,E,1,1,0,0,0,0,0,0
4060-2,1,director,A,2,0,2,0,0,0,0,0
4060-2,1,matcher,A,4,2,1,1,0,0,0,0
4060-2,1,director,A,13,3,4,1,1,2,0,0
4060-2,1,director,A,9,2,1,1,1,1,0,1
4060-2,1,director,A,4,1,0,0,0,1,0,0
4060-2,1,matcher,A,1,1,0,0,0,0,0,0
4060-2,1,director,C,5,2,1,1,0,0,0,0
4060-2,1,director,F,6,2,3,0,0,0,0,0
4060-2,1,matcher,F,1,1,0,0,0,0,0,0
4060-2,2,director,J,7,4,2,0,0,0,0,0
4060-2,2,director,J,5,2,1,1,0,1,0,0
4060-2,2,matcher,J,2,0,1,0,1,0,0,0
4060-2,2,director,I,8,2,4,0,0,1,0,0
4060-2,2,director,I,3,1,0,0,0,2,0,0
4060-2,2,matcher,I,1,1,0,0,0,0,0,0
4060-2,2,director,L,14,3,3,3,0,2,0,2
4060-2,2,director,L,8,3,0,0,1,2,0,0
4060-2,2,director,L,3,1,1,0,0,1,0,0
4060-2,2,matcher,L,1,1,0,0,0,0,0,0
4060-2,2,director,D,18,7,2,2,0,2,0,0
4060-2,2,matcher,D,11,1,1,1,1,2,0,3
4060-2,2,director,D,17,4,1,4,1,4,0,1
4060-2,2,director,D,8,3,2,1,1,0,0,0
4060-2,2,director,D,2,1,0,0,0,0,0,0
4060-2,2,matcher,D,1,1,0,0,0,0,0,0
4060-2,2,director,G,10,2,2,2,0,2,0,0
4060-2,2,director,G,17,4,2,3,1,4,0,0
4060-2,2,matcher,G,3,1,1,0,0,0,0,1
4060-2,2,director,G,1,1,0,0,0,0,0,0
4060-2,2,matcher,G,1,1,0,0,0,0,0,0
4060-2,2,director,F,6,3,3,0,0,0,0,0
